"case_id","drug_id"
"3408","14496"
"3409","14497"
"3409","14498"
"3410","14499"
"3410","14500"
"3410","14501"
"3410","14502"
"3410","14503"
"3410","14504"
"3411","14505"
"3411","14506"
"3411","14507"
"3411","14508"
"3412","14509"
"3412","14510"
"3412","14511"
"3412","14512"
"3412","14513"
"3413","14514"
"3413","14515"
"3413","14516"
"3413","14517"
"3413","14518"
"3414","14519"
"3415","14520"
"3415","14521"
"3415","14522"
"3416","14523"
"3417","14524"
"3417","14525"
"3418","14526"
"3418","14527"
"3418","14528"
"3418","14529"
"3418","14530"
"3418","14531"
"3418","14532"
"3419","14533"
"3419","14534"
"3419","14535"
"3419","14536"
"3420","14537"
"3420","14538"
"3420","14539"
"3420","14540"
"3420","14541"
"3420","14542"
"3420","14543"
"3420","14544"
"3420","14545"
"3420","14546"
"3420","14547"
"3420","14548"
"3420","14549"
"3420","14550"
"3420","14551"
"3420","14552"
"3420","14553"
"3421","14554"
"3421","14555"
"3421","14556"
"3421","14557"
"3421","14558"
"3421","14559"
"3421","14560"
"3421","14561"
"3421","14562"
"3421","14563"
"3421","14564"
"3421","14565"
"3422","14566"
"3422","14567"
"3423","14568"
"3423","14569"
"3423","14570"
"3424","14571"
"3424","14572"
"3424","14573"
"3424","14574"
"3424","14575"
"3424","14576"
"3424","14577"
"3424","14578"
"3424","14579"
"3424","14580"
"3424","14581"
"3424","14582"
"3424","14583"
"3424","14584"
"3425","14585"
"3425","14586"
"3425","14587"
"3425","14588"
"3426","14589"
"3426","14590"
"3426","14591"
"3426","14592"
"3426","14593"
"3426","14594"
"3426","14595"
"3426","14596"
"3426","14597"
"3426","14598"
"3426","14599"
"3426","14600"
"3426","14601"
"3426","14602"
"3426","14603"
"3426","14604"
"3426","14605"
"3426","14606"
"3426","14607"
"3426","14608"
"3426","14609"
"3426","14610"
"3426","14611"
"3427","14612"
"3427","14613"
"3427","14614"
"3427","14615"
"3427","14616"
"3427","14617"
"3427","14618"
"3427","14619"
"3428","14620"
"3428","14621"
"3428","14622"
"3428","14623"
"3429","14624"
"3429","14625"
"3429","14626"
"3430","14627"
"3430","14628"
"3430","14629"
"3430","14630"
"3430","14631"
"3430","14632"
"3430","14633"
"3431","14634"
"3431","14635"
"3431","14636"
"3431","14637"
"3431","14638"
"3431","14639"
"3432","14640"
"3432","14641"
"3432","14642"
"3432","14643"
"3432","14644"
"3432","14645"
"3432","14646"
"3432","14647"
"3433","14648"
"3434","14649"
"3434","14650"
"3434","14651"
"3435","14652"
"3435","14653"
"3435","14654"
"3435","14655"
"3435","14656"
"3435","14657"
"3435","14658"
"3436","14659"
"3436","14660"
"3436","14661"
"3436","14662"
"3436","14663"
"3436","14664"
"3436","14665"
"3437","14666"
"3438","14667"
"3438","14668"
"3439","14669"
"3439","14670"
"3440","14671"
"3441","14672"
"3441","14673"
"3441","14674"
"3441","14675"
"3442","14676"
"3442","14677"
"3442","14678"
"3442","14679"
"3442","14680"
"3443","14681"
"3443","14682"
"3443","14683"
"3444","14684"
"3445","14685"
"3447","14686"
"3448","14687"
"3449","14688"
"3449","14689"
"3449","14690"
"3449","14691"
"3449","14692"
"3449","14693"
"3449","14694"
"3450","14695"
"3450","14696"
"3450","14697"
"3450","14698"
"3450","14699"
"3450","14700"
"3450","14701"
"3450","14702"
"3450","14703"
"3450","14704"
"3450","14705"
"3450","14706"
"3450","14707"
"3450","14708"
"3450","14709"
"3450","14710"
"3451","14711"
"3451","14712"
"3451","14713"
"3451","14714"
"3451","14715"
"3451","14716"
"3451","14717"
"3451","14718"
"3451","14719"
"3452","14720"
"3452","14721"
"3452","14722"
"3452","14723"
"3452","14724"
"3452","14725"
"3452","14726"
"3452","14727"
"3452","14728"
"3452","14729"
"3452","14730"
"3452","14731"
"3453","14732"
"3453","14733"
"3454","14734"
"3455","14735"
"3456","14736"
"3457","14737"
"3457","14738"
"3458","14739"
"3458","14740"
"3459","14741"
"3459","14742"
"3460","14743"
"3461","14744"
"3461","14745"
"3461","14746"
"3462","14747"
"3463","14748"
"3463","14749"
"3463","14750"
"3463","14751"
"3463","14752"
"3463","14753"
"3464","14754"
"3465","14755"
"3465","14756"
"3466","14757"
"3467","14758"
"3468","14759"
"3469","14760"
"3470","14761"
"3470","14762"
"3471","14763"
"3471","14764"
"3471","14765"
"3471","14766"
"3472","14767"
"3472","14768"
"3473","14769"
"3474","14770"
"3474","14771"
"3474","14772"
"3475","14773"
"3475","14774"
"3476","14775"
"3476","14776"
"3476","14777"
"3476","14778"
"3477","14779"
"3477","14780"
"3477","14781"
"3477","14782"
"3478","14783"
"3478","14784"
"3478","14785"
"3479","14786"
"3480","14787"
"3480","14788"
"3480","14789"
"3480","14790"
"3480","14791"
"3480","14792"
"3481","14793"
"3482","14794"
"3482","14795"
"3483","14796"
"3483","14797"
"3484","14798"
"3485","14799"
"3485","14800"
"3485","14801"
"3486","14802"
"3487","14803"
"3487","14804"
"3489","14805"
"3489","14806"
"3489","14807"
"3489","14808"
"3490","14809"
"3491","14810"
"3491","14811"
"3493","14812"
"3494","14813"
"3494","14814"
"3495","14815"
"3496","14816"
"3497","14817"
"3497","14818"
"3498","14819"
"3499","14820"
"3499","14821"
"3499","14822"
"3499","14823"
"3501","14824"
"3501","14825"
"3502","14826"
"3503","14827"
"3503","14828"
"3504","14829"
"3504","14830"
"3505","14831"
"3505","14832"
"3506","14833"
"3506","14834"
"3507","14835"
"3507","14836"
"3508","14837"
"3509","14838"
"3510","14839"
"3511","14840"
"3512","14841"
"3513","14842"
"3513","14843"
"3513","14844"
"3514","14845"
"3515","14846"
"3515","14847"
"3515","14848"
"3515","14849"
"3516","14850"
"3516","14851"
"3516","14852"
"3516","14853"
"3517","14854"
"3518","14855"
"3519","14856"
"3520","14857"
"3521","14858"
"3521","14859"
"3521","14860"
"3521","14861"
"3522","14862"
"3522","14863"
"3523","14864"
"3524","14865"
"3525","14866"
"3526","14867"
"3526","14868"
"3526","14869"
"3526","14870"
"3527","14871"
"3527","14872"
"3527","14873"
"3528","14874"
"3528","14875"
"3528","14876"
"3529","14877"
"3530","14878"
"3530","14879"
"3531","14880"
"3532","14881"
"3533","14882"
"3533","14883"
"3533","14884"
"3534","14885"
"3535","14886"
"3536","14887"
"3537","14888"
"3537","14889"
"3538","14890"
"3539","14891"
"3540","14892"
"3541","14893"
"3542","14894"
"3543","14895"
"3544","14896"
"3545","14897"
"3545","14898"
"3546","14899"
"3546","14900"
"3547","14901"
"3547","14902"
"3548","14903"
"3548","14904"
"3549","14905"
"3549","14906"
"3550","14907"
"3551","14908"
"3551","14909"
"3553","14910"
"3553","14911"
"3553","14912"
"3553","14913"
"3553","14914"
"3554","14915"
"3554","14916"
"3554","14917"
"3555","14918"
"3556","14919"
"3556","14920"
"3556","14921"
"3557","14922"
"3558","14923"
"3558","14924"
"3558","14925"
"3558","14926"
"3558","14927"
"3558","14928"
"3558","14929"
"3559","14930"
"3559","14931"
"3559","14932"
"3560","14933"
"3561","14934"
"3562","14935"
"3563","14936"
"3564","14937"
"3565","14938"
"3565","14939"
"3565","14940"
"3565","14941"
"3565","14942"
"3565","14943"
"3566","14944"
"3567","14945"
"3568","14946"
"3569","14947"
"3569","14948"
"3570","14949"
"3571","14950"
"3571","14951"
"3572","14952"
"3572","14953"
"3572","14954"
"3572","14955"
"3572","14956"
"3573","14957"
"3573","14958"
"3573","14959"
"3574","14960"
"3574","14961"
"3575","14962"
"3575","14963"
"3576","14964"
"3576","14965"
"3577","14966"
"3578","14967"
"3579","14968"
"3580","14969"
"3580","14970"
"3580","14971"
"3581","14972"
"3581","14973"
"3582","14974"
"3582","14975"
"3582","14976"
"3583","14977"
"3583","14978"
"3583","14979"
"3583","14980"
"3583","14981"
"3583","14982"
"3583","14983"
"3583","14984"
"3583","14985"
"3583","14986"
"3583","14987"
"3583","14988"
"3583","14989"
"3583","14990"
"3583","14991"
"3583","14992"
"3583","14993"
"3583","14994"
"3584","14995"
"3584","14996"
"3584","14997"
"3584","14998"
"3585","14999"
"3585","15000"
"3585","15001"
"3585","15002"
"3585","15003"
"3585","15004"
"3586","15005"
"3586","15006"
"3586","15007"
"3587","15008"
"3587","15009"
"3588","15010"
"3589","15011"
"3590","15012"
"3591","15013"
"3591","15014"
"3592","15015"
"3593","15016"
"3594","15017"
"3595","15018"
"3596","15019"
"3597","15020"
"3597","15021"
"3598","15022"
"3598","15023"
"3598","15024"
"3599","15025"
"3599","15026"
"3600","15027"
"3601","15028"
"3601","15029"
"3601","15030"
"3601","15031"
"3602","15032"
"3603","15033"
"3604","15034"
"3605","15035"
"3605","15036"
"3605","15037"
"3606","15038"
"3610","15039"
"3611","15040"
"3611","15041"
"3611","15042"
"3611","15043"
"3611","15044"
"3612","15045"
"3613","15046"
"3613","15047"
"3614","15048"
"3615","15049"
"3615","15050"
"3616","15051"
"3617","15052"
"3619","15053"
"3620","15054"
"3620","15055"
"3620","15056"
"3620","15057"
"3620","15058"
"3620","15059"
"3620","15060"
"3621","15061"
"3622","15062"
"3623","15063"
"3623","15064"
"3623","15065"
"3623","15066"
"3623","15067"
"3623","15068"
"3624","15069"
"3626","15070"
"3627","15071"
"3628","15072"
"3629","15073"
"3630","15074"
"3630","15075"
"3631","15076"
"3632","15077"
"3634","15078"
"3634","15079"
"3635","15080"
"3636","15081"
"3636","15082"
"3637","15083"
"3637","15084"
"3638","15085"
"3639","15086"
"3640","15087"
"3640","15088"
"3642","15089"
"3643","15090"
"3643","15091"
"3643","15092"
"3644","15093"
"3645","15094"
"3645","15095"
"3645","15096"
"3645","15097"
"3646","15098"
"3646","15099"
"3647","15100"
"3647","15101"
"3648","15102"
"3648","15103"
"3648","15104"
"3649","15105"
"3650","15106"
"3651","15107"
"3651","15108"
"3653","15109"
"3654","15110"
"3655","15111"
"3656","15112"
"3659","15113"
"3660","15114"
"3661","15115"
"3662","15116"
"3663","15117"
"3667","15118"
"3668","15119"
"3669","15120"
"3671","15121"
"3672","15122"
"3673","15123"
"3674","15124"
"3675","15125"
"3676","15126"
"3677","15127"
"3678","15128"
"3679","15129"
"3683","15130"
"3684","15131"
"3684","15132"
"3685","15133"
"3686","15134"
"3686","15135"
"3686","15136"
"3686","15137"
"3686","15138"
"3687","15139"
"3688","15140"
"3688","15141"
"3688","15142"
"3688","15143"
"3688","15144"
"3689","15145"
"3690","15146"
"3690","15147"
"3690","15148"
"3690","15149"
"3691","15150"
"3691","15151"
"3691","15152"
"3692","15153"
"3692","15154"
"3692","15155"
"3692","15156"
"3692","15157"
"3692","15158"
"3692","15159"
"3692","15160"
"3692","15161"
"3692","15162"
"3692","15163"
"3692","15164"
"3693","15165"
"3694","15166"
"3694","15167"
"3695","15168"
"3696","15169"
"3696","15170"
"3696","15171"
"3696","15172"
"3696","15173"
"3696","15174"
"3696","15175"
"3696","15176"
"3697","15177"
"3698","15178"
"3699","15179"
"3700","15180"
"3700","15181"
"3701","15182"
"3702","15183"
"3703","15184"
"3704","15185"
"3705","15186"
"3706","15187"
"3706","15188"
"3706","15189"
"3706","15190"
"3707","15191"
"3708","15192"
"3708","15193"
"3709","15194"
"3709","15195"
"3709","15196"
"3709","15197"
"3711","15198"
"3712","15199"
"3713","15200"
"3714","15201"
"3716","15202"
"3717","15203"
"3718","15204"
"3719","15205"
"3721","15206"
"3722","15207"
"3723","15208"
"3724","15209"
"3724","15210"
"3724","15211"
"3724","15212"
"3725","15213"
"3726","15214"
"3727","15215"
"3727","15216"
"3729","15217"
"3730","15218"
"3731","15219"
"3731","15220"
"3731","15221"
"3732","15222"
"3733","15223"
"3733","15224"
"3733","15225"
"3733","15226"
"3734","15227"
"3734","15228"
"3735","15229"
"3736","15230"
"3737","15231"
"3738","15232"
"3738","15233"
"3739","15234"
"3740","15235"
"3740","15236"
"3740","15237"
"3740","15238"
"3741","15239"
"3742","15240"
"3742","15241"
"3742","15242"
"3742","15243"
"3742","15244"
"3743","15245"
"3743","15246"
"3743","15247"
"3744","15248"
"3744","15249"
"3744","15250"
"3744","15251"
"3745","15252"
"3745","15253"
"3745","15254"
"3745","15255"
"3746","15256"
"3746","15257"
"3747","15258"
"3748","15259"
"3748","15260"
"3748","15261"
"3748","15262"
"3749","15263"
"3749","15264"
"3750","15265"
"3750","15266"
"3750","15267"
"3750","15268"
"3751","15269"
"3751","15270"
"3751","15271"
"3752","15272"
"3754","15273"
"3755","15274"
"3755","15275"
"3755","15276"
"3756","15277"
"3757","15278"
"3757","15279"
"3757","15280"
"3757","15281"
"3757","15282"
"3757","15283"
"3758","15284"
"3760","15285"
"3761","15286"
"3761","15287"
"3761","15288"
"3761","15289"
"3761","15290"
"3761","15291"
"3762","15292"
"3763","15293"
"3764","15294"
"3766","15295"
"3767","15296"
"3767","15297"
"3767","15298"
"3767","15299"
"3767","15300"
"3767","15301"
"3767","15302"
"3767","15303"
"3768","15304"
"3768","15305"
"3770","15306"
"3770","15307"
"3771","15308"
"3771","15309"
"3771","15310"
"3771","15311"
"3771","15312"
"3771","15313"
"3771","15314"
"3771","15315"
"3771","15316"
"3772","15317"
"3773","15318"
"3773","15319"
"3773","15320"
"3773","15321"
"3773","15322"
"3774","15323"
"3775","15324"
"3775","15325"
"3775","15326"
"3775","15327"
"3775","15328"
"3775","15329"
"3775","15330"
"3776","15331"
"3777","15332"
"3778","15333"
"3779","15334"
"3779","15335"
"3779","15336"
"3780","15337"
"3781","15338"
"3782","15339"
"3782","15340"
"3783","15341"
"3783","15342"
"3783","15343"
"3784","15344"
"3784","15345"
"3784","15346"
"3785","15347"
"3786","15348"
"3787","15349"
"3787","15350"
"3788","15351"
"3789","15352"
"3789","15353"
"3790","15354"
"3790","15355"
"3791","15356"
"3792","15357"
"3793","15358"
"3793","15359"
"3793","15360"
"3793","15361"
"3794","15362"
"3794","15363"
"3794","15364"
"3795","15365"
"3795","15366"
"3796","15367"
"3797","15368"
"3797","15369"
"3798","15370"
"3798","15371"
"3798","15372"
"3798","15373"
"3799","15374"
"3799","15375"
"3800","15376"
"3801","15377"
"3801","15378"
"3801","15379"
"3801","15380"
"3801","15381"
"3801","15382"
"3801","15383"
"3801","15384"
"3802","15385"
"3802","15386"
"3803","15387"
"3803","15388"
"3803","15389"
"3803","15390"
"3803","15391"
"3803","15392"
"3803","15393"
"3804","15394"
"3804","15395"
"3805","15396"
"3805","15397"
"3806","15398"
"3806","15399"
"3807","15400"
"3807","15401"
"3808","15402"
"3809","15403"
"3809","15404"
"3809","15405"
"3809","15406"
"3810","15407"
"3810","15408"
"3812","15409"
"3812","15410"
"3812","15411"
"3813","15412"
"3814","15413"
"3815","15414"
"3816","15415"
"3816","15416"
"3816","15417"
"3817","15418"
"3817","15419"
"3818","15420"
"3819","15421"
"3820","15422"
"3821","15423"
"3821","15424"
"3822","15425"
"3822","15426"
"3822","15427"
"3822","15428"
"3822","15429"
"3823","15430"
"3824","15431"
"3825","15432"
"3826","15433"
"3827","15434"
"3827","15435"
"3827","15436"
"3827","15437"
"3828","15438"
"3828","15439"
"3829","15440"
"3829","15441"
"3829","15442"
"3830","15443"
"3831","15444"
"3831","15445"
"3831","15446"
"3831","15447"
"3832","15448"
"3833","15449"
"3833","15450"
"3834","15451"
"3834","15452"
"3834","15453"
"3835","15454"
"3835","15455"
"3835","15456"
"3836","15457"
"3836","15458"
"3836","15459"
"3837","15460"
"3837","15461"
"3837","15462"
"3838","15463"
"3839","15464"
"3839","15465"
"3839","15466"
"3839","15467"
"3839","15468"
"3839","15469"
"3839","15470"
"3840","15471"
"3841","15472"
"3841","15473"
"3841","15474"
"3841","15475"
"3841","15476"
"3841","15477"
"3841","15478"
"3842","15479"
"3843","15480"
"3843","15481"
"3844","15482"
"3844","15483"
"3844","15484"
"3845","15485"
"3845","15486"
"3846","15487"
"3846","15488"
"3846","15489"
"3847","15490"
"3847","15491"
"3847","15492"
"3848","15493"
"3849","15494"
"3850","15495"
"3850","15496"
"3852","15497"
"3852","15498"
"3853","15499"
"3854","15500"
"3855","15501"
"3855","15502"
"3855","15503"
"3856","15504"
"3856","15505"
"3856","15506"
"3856","15507"
"3856","15508"
"3856","15509"
"3856","15510"
"3856","15511"
"3856","15512"
"3857","15513"
"3858","15514"
"3859","15515"
"3859","15516"
"3860","15517"
"3860","15518"
"3860","15519"
"3861","15520"
"3861","15521"
"3861","15522"
"3862","15523"
"3862","15524"
"3863","15525"
"3863","15526"
"3863","15527"
"3863","15528"
"3863","15529"
"3864","15530"
"3864","15531"
"3865","15532"
"3866","15533"
"3867","15534"
"3868","15535"
"3868","15536"
"3868","15537"
"3869","15538"
"3869","15539"
"3870","15540"
"3871","15541"
"3872","15542"
"3873","15543"
"3874","15544"
"3875","15545"
"3876","15546"
"3877","15547"
"3877","15548"
"3878","15549"
"3878","15550"
"3879","15551"
"3880","15552"
"3881","15553"
"3881","15554"
"3881","15555"
"3881","15556"
"3881","15557"
"3881","15558"
"3882","15559"
"3882","15560"
"3884","15561"
"3884","15562"
"3885","15563"
"3885","15564"
"3886","15565"
"3887","15566"
"3887","15567"
"3887","15568"
"3888","15569"
"3888","15570"
"3888","15571"
"3889","15572"
"3889","15573"
"3889","15574"
"3890","15575"
"3890","15576"
"3890","15577"
"3890","15578"
"3890","15579"
"3891","15580"
"3891","15581"
"3892","15582"
"3893","15583"
"3893","15584"
"3894","15585"
"3894","15586"
"3895","15587"
"3896","15588"
"3896","15589"
"3896","15590"
"3897","15591"
"3897","15592"
"3898","15593"
"3898","15594"
"3898","15595"
"3899","15596"
"3899","15597"
"3899","15598"
"3899","15599"
"3899","15600"
"3899","15601"
"3899","15602"
"3899","15603"
"3899","15604"
"3900","15605"
"3900","15606"
"3901","15607"
"3901","15608"
"3901","15609"
"3901","15610"
"3901","15611"
"3902","15612"
"3902","15613"
"3902","15614"
"3902","15615"
"3902","15616"
"3902","15617"
"3903","15618"
"3903","15619"
"3903","15620"
"3903","15621"
"3904","15622"
"3904","15623"
"3905","15624"
"3906","15625"
"3907","15626"
"3907","15627"
"3907","15628"
"3907","15629"
"3907","15630"
"3907","15631"
"3907","15632"
"3907","15633"
"3908","15634"
"3908","15635"
"3908","15636"
"3908","15637"
"3909","15638"
"3910","15639"
"3911","15640"
"3911","15641"
"3911","15642"
"3914","15643"
"3914","15644"
"3915","15645"
"3916","15646"
"3917","15647"
"3917","15648"
"3918","15649"
"3918","15650"
"3919","15651"
"3919","15652"
"3920","15653"
"3920","15654"
"3920","15655"
"3921","15656"
"3921","15657"
"3922","15658"
"3923","15659"
"3923","15660"
"3923","15661"
"3925","15662"
"3925","15663"
"3926","15664"
"3926","15665"
"3926","15666"
"3927","15667"
"3927","15668"
"3927","15669"
"3927","15670"
"3927","15671"
"3927","15672"
"3928","15673"
"3928","15674"
"3928","15675"
"3928","15676"
"3928","15677"
"3929","15678"
"3930","15679"
"3931","15680"
"3931","15681"
"3931","15682"
"3931","15683"
"3931","15684"
"3931","15685"
"3932","15686"
"3932","15687"
"3932","15688"
"3933","15689"
"3934","15690"
"3934","15691"
"3934","15692"
"3935","15693"
"3936","15694"
"3937","15695"
"3937","15696"
"3937","15697"
"3938","15698"
"3938","15699"
"3939","15700"
"3940","15701"
"3941","15702"
"3941","15703"
"3941","15704"
"3941","15705"
"3942","15706"
"3942","15707"
"3943","15708"
"3943","15709"
"3944","15710"
"3944","15711"
"3944","15712"
"3944","15713"
"3944","15714"
"3944","15715"
"3944","15716"
"3945","15717"
"3945","15718"
"3945","15719"
"3945","15720"
"3946","15721"
"3947","15722"
"3947","15723"
"3947","15724"
"3947","15725"
"3948","15726"
"3948","15727"
"3948","15728"
"3948","15729"
"3948","15730"
"3948","15731"
"3948","15732"
"3948","15733"
"3948","15734"
"3949","15735"
"3949","15736"
"3950","15737"
"3950","15738"
"3950","15739"
"3951","15740"
"3951","15741"
"3952","15742"
"3952","15743"
"3953","15744"
"3954","15745"
"3954","15746"
"3954","15747"
"3954","15748"
"3954","15749"
"3955","15750"
"3955","15751"
"3955","15752"
"3955","15753"
"3955","15754"
"3956","15755"
"3956","15756"
"3956","15757"
"3956","15758"
"3957","15759"
"3957","15760"
"3958","15761"
"3959","15762"
"3959","15763"
"3960","15764"
"3960","15765"
"3961","15766"
"3962","15767"
"3962","15768"
"3963","15769"
"3964","15770"
"3964","15771"
"3965","15772"
"3966","15773"
"3966","15774"
"3966","15775"
"3966","15776"
"3967","15777"
"3967","15778"
"3968","15779"
"3968","15780"
"3968","15781"
"3969","15782"
"3970","15783"
"3971","15784"
"3971","15785"
"3971","15786"
"3971","15787"
"3972","15788"
"3972","15789"
"3972","15790"
"3972","15791"
"3973","15792"
"3973","15793"
"3975","15794"
"3975","15795"
"3976","15796"
"3976","15797"
"3977","15798"
"3978","15799"
"3978","15800"
"3979","15801"
"3980","15802"
"3981","15803"
"3981","15804"
"3982","15805"
"3982","15806"
"3982","15807"
"3982","15808"
"3983","15809"
"3984","15810"
"3984","15811"
"3984","15812"
"3984","15813"
"3985","15814"
"3986","15815"
"3986","15816"
"3986","15817"
"3987","15818"
"3987","15819"
"3987","15820"
"3987","15821"
"3987","15822"
"3988","15823"
"3988","15824"
"3988","15825"
"3989","15826"
"3989","15827"
"3989","15828"
"3989","15829"
"3989","15830"
"3990","15831"
"3990","15832"
"3990","15833"
"3991","15834"
"3992","15835"
"3992","15836"
"3992","15837"
"3992","15838"
"3992","15839"
"3993","15840"
"3993","15841"
"3993","15842"
"3993","15843"
"3993","15844"
"3993","15845"
"3993","15846"
"3993","15847"
"3993","15848"
"3993","15849"
"3994","15850"
"3994","15851"
"3994","15852"
"3995","15853"
"3995","15854"
"3995","15855"
"3995","15856"
"3995","15857"
"3995","15858"
"3995","15859"
"3995","15860"
"3995","15861"
"3995","15862"
"3995","15863"
"3996","15864"
"3996","15865"
"3996","15866"
"3996","15867"
"3996","15868"
"3996","15869"
"3996","15870"
"3997","15871"
"3997","15872"
"3997","15873"
"3997","15874"
"3998","15875"
"3998","15876"
"3998","15877"
